All event log messages.
Date:	2018-03-18 10:55:39
System Name:	C11_R11_R12_05-101065
Controller Name:	192.168.0.11
Controller Id	05-101065

RobotWare: 6.03.02.00
Key:	
Options:	
	RobotWare Base
	687-1 Advanced Robot Motion
	613-1 Collision Detection
	709-1 DeviceNet Master/Slave
	689-1 Externally Guided Motion (EGM)
	617-1 FlexPendant Interface
	614-1 FTP and NFS client
	610-1 Independent Axis
	623-1 Multitasking
	604-1 MultiMove Coordinated
	612-1 Path Offset
	611-1 Path Recovery
	616-1 PC Interface
	888-2 PROFINET Controller/Device
	688-1 RobotStudio App Connect
	885-1 SoftMove
	603-1 Absolute Accuracy
	English
	608-1 World Zones
	976-1 T10 Jogging Device
	812-1 Production Manager

Robot1
Key:	
Options:	
	Drive System IRB 460/640/660/760/4600/66xx/6700
	IRB 4600-40/2.55 Type C
	ADU-790A in position X3
	ADU-790A in position Y3
	ADU-790A in position Z3

Robot2
Key:	
Options:	
	Drive System IRB 460/640/660/760/4600/66xx/6700
	IRB 4600-40/2.55 Type C
	ADU-790A in position Z3
	ADU-790A in position X3
	ADU-790A in position Y3

SAC
	Key:	
Options:	
	Standalone Controller
		XYZ with no TCP
			Standalone Controller
				XYZ with no TCP

Common log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
534268    	I   	User                	80003   	T_MASTER E001 Saw Send data ok : SOL A3 22900 20 	2018-03-17 14:36:06 	rLogMsg	{args: "T_MASTER E001 Saw Send data ok : SOL A3 22900 20 ", "rLogMsg"}
534269    	W   	Program             	40502   	Digital Input Break                     	2018-03-17 14:36:06 	Task: T_MASTER.A digital input interrupted the execution. Program ref: /SLIB_Beckhoff_EL6001_Com1/rEL6001_WaitForDat_Com1/UIMsgBox/1080.	{args: "T_MASTER", "/SLIB_Beckhoff_EL6001_Com1/rEL6001_WaitForDat_Com1/UIMsgBox/1080", "ERR_TP_DIBREAK"}
534270    	I   	User                	80003   	T_MASTER E001 Saw Read data : SOL A3 22900 20 	2018-03-17 14:36:06 	rLogMsg	{args: "T_MASTER E001 Saw Read data : SOL A3 22900 20 ", "rLogMsg"}
534271    	I   	User                	80003   	T_MASTER E001 Saw Saw Cycle executed    	2018-03-17 14:36:12 	rLogMsg	{args: "T_MASTER E001 Saw Saw Cycle executed", "rLogMsg"}
534272    	I   	User                	80003   	T_MASTER E001 Saw Saw Off, done         	2018-03-17 14:36:12 	rLogMsg	{args: "T_MASTER E001 Saw Saw Off, done", "rLogMsg"}
534273    	I   	User                	80003   	T_MASTER E001 Saw Saw cut, done         	2018-03-17 14:36:12 	rLogMsg	{args: "T_MASTER E001 Saw Saw cut, done", "rLogMsg"}
534274    	I   	User                	80003   	T_MASTER A019 Saw Job Cut, done         	2018-03-17 14:36:12 	rLogMsg	{args: "T_MASTER A019 Saw Job Cut, done", "rLogMsg"}
534275    	W   	Motion              	50024   	Corner path failure                     	2018-03-17 14:36:16 	Task: T_ROB12.Corner path executed as stop point due to some of the following reasons: - Time delay.- Closely programmed points.- System requires high CPU-load. Program ref. /A019_Features_12/r_A019_Cut/iGPSMoveL/323.	{args: "T_ROB12", "/A019_Features_12/r_A019_Cut/iGPSMoveL/323"}
534276    	I   	User                	80003   	T_ROB12 A019 Cut done                   	2018-03-17 14:36:17 	rLogMsg	{args: "T_ROB12 A019 Cut done", "rLogMsg"}
534277    	W   	Motion              	50024   	Corner path failure                     	2018-03-17 14:36:21 	Task: T_ROB12.Corner path executed as stop point due to some of the following reasons: - Time delay.- Closely programmed points.- System requires high CPU-load. Program ref. /A019_Features_12/r_A019_Cut/iGPSMoveL/327.	{args: "T_ROB12", "/A019_Features_12/r_A019_Cut/iGPSMoveL/327"}
534278    	W   	Operational         	10095   	At least one task is unchecked in the task selection panel	2018-03-17 14:36:33 	One or more of the NORMAL tasks are unchecked in the task selection panel when performing a (re)start.	{args: }
534279    	I   	Operational         	10125   	Program stopped                         	2018-03-17 14:36:40 	The task T_MASTER has stopped. The reason is that an external or internal stop has occurred. 	{args: "3", "T_MASTER"}
534280    	I   	Operational         	10125   	Program stopped                         	2018-03-17 14:36:40 	The task SENDER has stopped. The reason is that an external or internal stop has occurred. 	{args: "4", "SENDER"}
534281    	I   	Operational         	10125   	Program stopped                         	2018-03-17 14:36:40 	The task RECEIVER has stopped. The reason is that an external or internal stop has occurred. 	{args: "5", "RECEIVER"}
534282    	I   	Operational         	10125   	Program stopped                         	2018-03-17 14:36:40 	The task T_ROB11 has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB11"}
534283    	I   	Operational         	10125   	Program stopped                         	2018-03-17 14:36:40 	The task T_ROB12 has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "T_ROB12"}
534284    	I   	Operational         	10012   	Safety guard stop state                 	2018-03-17 14:36:46 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
534285    	E   	System              	20205   	Auto Stop open                          	2018-03-17 14:36:46 	The Automatic Mode Safeguarded Stop circuit has been broken.	{args: }
534286    	I   	Operational         	10010   	Motors OFF state                        	2018-03-17 14:37:23 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
534287    	I   	Operational         	10011   	Motors ON state                         	2018-03-17 14:37:30 	The system is in the Motors ON state.	{args: }
534288    	W   	Operational         	10095   	At least one task is unchecked in the task selection panel	2018-03-17 14:37:31 	One or more of the NORMAL tasks are unchecked in the task selection panel when performing a (re)start.	{args: }
534289    	I   	Operational         	10052   	Regain start                            	2018-03-17 14:37:31 	A regain movement has started.	{args: "0"}
534290    	I   	Operational         	10053   	Regain ready                            	2018-03-17 14:37:31 	The regain movement is ready.	{args: "0"}
534291    	I   	Operational         	10156   	Program restarted                       	2018-03-17 14:37:31 	Execution of task T_ROB11 has been restarted from where it was previously stopped. The originator is an external client.	{args: "1", "T_ROB11"}
534292    	I   	Operational         	10156   	Program restarted                       	2018-03-17 14:37:31 	Execution of task T_ROB12 has been restarted from where it was previously stopped. The originator is an external client.	{args: "2", "T_ROB12"}
534293    	I   	Operational         	10156   	Program restarted                       	2018-03-17 14:37:31 	Execution of task T_MASTER has been restarted from where it was previously stopped. The originator is an external client.	{args: "3", "T_MASTER"}
534294    	I   	Operational         	10156   	Program restarted                       	2018-03-17 14:37:31 	Execution of task SENDER has been restarted from where it was previously stopped. The originator is an external client.	{args: "4", "SENDER"}
534295    	I   	Operational         	10156   	Program restarted                       	2018-03-17 14:37:31 	Execution of task RECEIVER has been restarted from where it was previously stopped. The originator is an external client.	{args: "5", "RECEIVER"}
534296    	I   	User                	80003   	T_ROB11 R11_A000 Sync R11 and R12 done  	2018-03-17 14:37:43 	rLogMsg	{args: "T_ROB11 R11_A000 Sync R11 and R12 done", "rLogMsg"}
534297    	I   	User                	80003   	T_ROB12 R12_A000 Sync R11 and R12 done  	2018-03-17 14:37:43 	rLogMsg	{args: "T_ROB12 R12_A000 Sync R11 and R12 done", "rLogMsg"}
534298    	I   	Operational         	10125   	Program stopped                         	2018-03-17 14:37:58 	The task T_MASTER has stopped. The reason is that an external or internal stop has occurred. 	{args: "3", "T_MASTER"}
534299    	I   	Operational         	10125   	Program stopped                         	2018-03-17 14:37:58 	The task SENDER has stopped. The reason is that an external or internal stop has occurred. 	{args: "4", "SENDER"}
534300    	I   	Operational         	10125   	Program stopped                         	2018-03-17 14:37:58 	The task RECEIVER has stopped. The reason is that an external or internal stop has occurred. 	{args: "5", "RECEIVER"}
534301    	I   	Operational         	10125   	Program stopped                         	2018-03-17 14:37:58 	The task T_ROB11 has stopped. The reason is that an external or internal stop has occurred. 	{args: "1", "T_ROB11"}
534302    	I   	Operational         	10125   	Program stopped                         	2018-03-17 14:37:59 	The task T_ROB12 has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "T_ROB12"}
534303    	I   	Operational         	10002   	Program pointer has been reset          	2018-03-17 14:38:08 	The program pointer of task T_ROB11 has been reset.	{args: "1", "0", "T_ROB11"}
534304    	I   	Operational         	10002   	Program pointer has been reset          	2018-03-17 14:38:08 	The program pointer of task T_ROB12 has been reset.	{args: "2", "0", "T_ROB12"}
534305    	I   	Operational         	10002   	Program pointer has been reset          	2018-03-17 14:38:08 	The program pointer of task T_MASTER has been reset.	{args: "3", "0", "T_MASTER"}
534306    	I   	Operational         	10002   	Program pointer has been reset          	2018-03-17 14:38:08 	The program pointer of task SENDER has been reset.	{args: "4", "0", "SENDER"}
534307    	I   	Operational         	10002   	Program pointer has been reset          	2018-03-17 14:38:08 	The program pointer of task RECEIVER has been reset.	{args: "5", "0", "RECEIVER"}
534308    	I   	Operational         	10002   	Program pointer has been reset          	2018-03-17 14:38:08 	The program pointer of task T_ROB11B has been reset.	{args: "6", "0", "T_ROB11B"}
534309    	I   	Operational         	10002   	Program pointer has been reset          	2018-03-17 14:38:08 	The program pointer of task T_ROB12B has been reset.	{args: "7", "0", "T_ROB12B"}
534310    	W   	Operational         	10095   	At least one task is unchecked in the task selection panel	2018-03-17 14:38:11 	One or more of the NORMAL tasks are unchecked in the task selection panel when performing a (re)start.	{args: }
534311    	I   	Operational         	10052   	Regain start                            	2018-03-17 14:38:11 	A regain movement has started.	{args: "0"}
534312    	I   	Operational         	10053   	Regain ready                            	2018-03-17 14:38:11 	The regain movement is ready.	{args: "0"}
534313    	I   	Operational         	10151   	Program started                         	2018-03-17 14:38:11 	Execution of task T_ROB11 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "1", "T_ROB11"}
534314    	I   	Operational         	10151   	Program started                         	2018-03-17 14:38:11 	Execution of task T_ROB12 has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "2", "T_ROB12"}
534315    	I   	Operational         	10151   	Program started                         	2018-03-17 14:38:11 	Execution of task T_MASTER has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "3", "T_MASTER"}
534316    	I   	Operational         	10151   	Program started                         	2018-03-17 14:38:11 	Execution of task SENDER has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "4", "SENDER"}
534317    	I   	Operational         	10151   	Program started                         	2018-03-17 14:38:11 	Execution of task RECEIVER has been started from the first instruction of the task's entry routine. The originator is an external client.	{args: "5", "RECEIVER"}
534318    	I   	User                	80003   	T_MASTER Speed Limit Off, done          	2018-03-17 14:38:12 	rLogMsg	{args: "T_MASTER Speed Limit Off, done", "rLogMsg"}
534319    	W   	Program             	41630   	Unsafe Synchronization                  	2018-03-17 14:38:12 	Task: T_ROB11.To reach safe synchronization functionality, variable idRFL_InitTaskEnd should be used only one time, not in several SyncMoveOn, SyncMoveOff or WaitSyncTask instructions. Program ref: /RFL_Control_11/rInitSpeed/WaitSyncTask/140.	{args: "T_ROB11", "idRFL_InitTaskEnd", "SyncMoveOn, SyncMoveOff", "WaitSyncTask", "/RFL_Control_11/rInitSpeed/WaitSyncTask/140"}
534320    	W   	Program             	41630   	Unsafe Synchronization                  	2018-03-17 14:38:12 	Task: T_ROB12.To reach safe synchronization functionality, variable idRFL_InitTaskEnd should be used only one time, not in several SyncMoveOn, SyncMoveOff or WaitSyncTask instructions. Program ref: /RFL_Control_12/rInitSpeed/WaitSyncTask/136.	{args: "T_ROB12", "idRFL_InitTaskEnd", "SyncMoveOn, SyncMoveOff", "WaitSyncTask", "/RFL_Control_12/rInitSpeed/WaitSyncTask/136"}
534321    	I   	User                	80003   	T_MASTER Speed Limit On, done           	2018-03-17 14:38:13 	rLogMsg	{args: "T_MASTER Speed Limit On, done", "rLogMsg"}
534322    	W   	Program             	41630   	Unsafe Synchronization                  	2018-03-17 14:38:13 	Task: T_MASTER.To reach safe synchronization functionality, variable idRFL_InitTaskEnd should be used only one time, not in several SyncMoveOn, SyncMoveOff or WaitSyncTask instructions. Program ref: /RFL_Control_Ma/rInitSpeed/WaitSyncTask/148.	{args: "T_MASTER", "idRFL_InitTaskEnd", "SyncMoveOn, SyncMoveOff", "WaitSyncTask", "/RFL_Control_Ma/rInitSpeed/WaitSyncTask/148"}
534323    	I   	User                	80003   	T_MASTER E001 Saw Saw Off, done         	2018-03-17 14:38:13 	rLogMsg	{args: "T_MASTER E001 Saw Saw Off, done", "rLogMsg"}
534324    	W   	Program             	41630   	Unsafe Synchronization                  	2018-03-17 14:38:13 	Task: T_MASTER.To reach safe synchronization functionality, variable idRFL_InitTaskEnd should be used only one time, not in several SyncMoveOn, SyncMoveOff or WaitSyncTask instructions. Program ref: /RFL_Control_Ma/rInitTask/WaitSyncTask/77.	{args: "T_MASTER", "idRFL_InitTaskEnd", "SyncMoveOn, SyncMoveOff", "WaitSyncTask", "/RFL_Control_Ma/rInitTask/WaitSyncTask/77"}
534325    	I   	User                	80003   	T_ROB11 TC11 Tool 2 Connect alias signals done	2018-03-17 14:38:13 	rLogMsg	{args: "T_ROB11 TC11 Tool 2 Connect alias signals done", "rLogMsg"}
534326    	I   	User                	80003   	T_ROB12 Tc12 Tool 3 Connect alias signals done	2018-03-17 14:38:13 	rLogMsg	{args: "T_ROB12 Tc12 Tool 3 Connect alias signals done", "rLogMsg"}
534327    	I   	User                	80003   	T_ROB11 TC11 Lock tool done             	2018-03-17 14:38:14 	rLogMsg	{args: "T_ROB11 TC11 Lock tool done", "rLogMsg"}
534328    	I   	User                	80003   	T_ROB12 Tc12 Lock tool done             	2018-03-17 14:38:14 	rLogMsg	{args: "T_ROB12 Tc12 Lock tool done", "rLogMsg"}
534329    	W   	Program             	41630   	Unsafe Synchronization                  	2018-03-17 14:38:14 	Task: T_ROB11.To reach safe synchronization functionality, variable idRFL_InitTaskEnd should be used only one time, not in several SyncMoveOn, SyncMoveOff or WaitSyncTask instructions. Program ref: /RFL_Control_11/rInitTask/WaitSyncTask/79.	{args: "T_ROB11", "idRFL_InitTaskEnd", "SyncMoveOn, SyncMoveOff", "WaitSyncTask", "/RFL_Control_11/rInitTask/WaitSyncTask/79"}
534330    	W   	Program             	41630   	Unsafe Synchronization                  	2018-03-17 14:38:14 	Task: T_ROB12.To reach safe synchronization functionality, variable idRFL_InitTaskEnd should be used only one time, not in several SyncMoveOn, SyncMoveOff or WaitSyncTask instructions. Program ref: /RFL_Control_12/rInitTask/WaitSyncTask/79.	{args: "T_ROB12", "idRFL_InitTaskEnd", "SyncMoveOn, SyncMoveOff", "WaitSyncTask", "/RFL_Control_12/rInitTask/WaitSyncTask/79"}
534331    	W   	Program             	40706   	Load Error                              	2018-03-17 14:38:23 	Task: T_ROB11.The program module is already loaded. Program ref: /A019_Motion_11/r_A019_InitCellPro/iGPSConnect/74.	{args: "T_ROB11", "/A019_Motion_11/r_A019_InitCellPro/iGPSConnect/74", "Home:/iGPS/iGPS_OfflineData_Robot11.sys", "ERR_LOADED"}
534332    	W   	Program             	40706   	Load Error                              	2018-03-17 14:38:23 	Task: T_ROB12.The program module is already loaded. Program ref: /A019_Motion_12/r_A019_InitCellPro/iGPSConnect/74.	{args: "T_ROB12", "/A019_Motion_12/r_A019_InitCellPro/iGPSConnect/74", "Home:/iGPS/iGPS_OfflineData_Robot12.sys", "ERR_LOADED"}
534333    	I   	User                	80003   	T_ROB11 R11_A000 Sync R11 and R12 done  	2018-03-17 14:38:50 	rLogMsg	{args: "T_ROB11 R11_A000 Sync R11 and R12 done", "rLogMsg"}
534334    	I   	User                	80003   	T_ROB12 R12_A000 Sync R11 and R12 done  	2018-03-17 14:38:50 	rLogMsg	{args: "T_ROB12 R12_A000 Sync R11 and R12 done", "rLogMsg"}
534335    	I   	User                	80003   	T_ROB12 RFL Check Y-Axis collision done 	2018-03-17 14:38:51 	rLogMsg	{args: "T_ROB12 RFL Check Y-Axis collision done", "rLogMsg"}
534336    	I   	Operational         	10125   	Program stopped                         	2018-03-17 14:39:15 	The task T_ROB12 has stopped. The reason is that an external or internal stop has occurred. 	{args: "2", "T_ROB12"}
534337    	W   	Operational         	10095   	At least one task is unchecked in the task selection panel	2018-03-17 14:39:18 	One or more of the NORMAL tasks are unchecked in the task selection panel when performing a (re)start.	{args: }
